Category,Title,Kids Abstract,Abstract (Original academic paper),URL (Original academic paper),Reading Levels
Paleoscience Articles,How did the warrah cross the ocean to the Falkland Islands,"When Charles Darwin visited the Falkland Islands, he was puzzled to find only one species of land-dwelling mammal  a fox-like animal called the warrah [WAH-rah]. How could the warrah have reached the Falkland Islands? Until now, scientists have assumed humans werent responsible for bringing the warrah to the islands. However, we showed that it is very likely that Indigenous people from the Tierra del Fuego visited the islands centuries before the first European explorers arrived. The Yaghan people are traditionally nomadic hunter-gatherers and often traveled with domesticated foxes. We believe that the Yaghan people probably brought the warrah to the islands centuries ago.","When Darwin visited the Falkland Islands in 1833, he noted the puzzling occurrence of the islands sole terrestrial mammal, Dusicyon australis (or warrah). The warrahs origins have been debated, and prehistoric human transport was previously rejected because of a lack of evidence of pre-European human activity in the Falkland Islands. We report several lines of evidence indicating that humans were present in the Falkland Islands centuries before Europeans, including (i) an abrupt increase in fire activity, (ii) deposits of mixed marine vertebrates that predate European exploration by centuries, and (iii) a surface-find projectile point made of local quartzite. Dietary evidence from D. australis remains further supports a potential mutualism with humans. The findings from our study are consistent with the culture of the Yaghan (Y?mana) people from Tierra del Fuego. If people reached the Falkland Islands centuries before European colonization, this reopens the possibility of human introduction of the warrah.",https://www.science.org/doi/10.1126/sciadv.abh3803,Lower high school; Middle school
Paleoscience Articles,What can fossils tell us about the nervous systems evolution,"What can we learn from fossils? We can estimate the shape and size of an extinct animal. Anything else? Well, if soft tissues (like the brain or muscles) fossilize, it could tell us how the animal functioned or behaved. Unfortunately, soft tissue decomposes quickly after an animal dies. They arent preserved as fossils very often. Thats why we felt really lucky when we came across a fossil of an extinct horseshoe crab with a preserved central nervous system (CNS). We discovered that the organization of the CNS in our fossil is the same as in horseshoe crabs living today. It hasnt changed in over 300 million years! We also figured out how our unique fossil might have formed. This could help others discover similar fossils in the future.","The central nervous system (CNS) presents unique insight into the behaviors and ecology of extant and extinct animal groups. However, neurological tissues are delicate and prone to rapid decay, and thus their occurrence as fossils is mostly confined to Cambrian Burgess Shaletype deposits and Cenozoic amber inclusions. We describe an exceptionally preserved CNS in the horseshoe crab Euproops danae from the late Carboniferous (Moscovian) Mazon Creek Konservat-Lagerst?tte in Illinois, USA. The E. danae CNS demonstrates that the general prosomal synganglion organization has remained essentially unchanged in horseshoe crabs for >300 m.y., despite substantial morphological and ecological diversification in that time. Furthermore, it reveals that the euarthropod CNS can be preserved by molding in siderite and suggests that further examples may be present in the Mazon Creek fauna. This discovery fills a significant temporal gap in the fossil record of euarthropod CNSs and expands the taphonomic scope for preservation of detailed paleoneuroanatomical data in the Paleozoic to siderite concretion Lagerst?tten of marginal marine deposits.",https://pubs.geoscienceworld.org/gsa/geology/article/49/11/1381/606398/Central-nervous-system-of-a-310-m-y-old-horseshoe,Lower high school; Middle school
Paleoscience Articles; Social-Science Articles,What can graves tell us about gender identity,"How do we find out about people who lived hundreds could be the grave of a powerful woman a woman and even thousands of years ago? Often we look at with a sword! their graves. What were they buried with? What does This is surprising because usually swords are associated this tell us about who they were? with men. But its not so straightforward. We wanted to An early medieval grave in Finland has been puzzling find out who the person really was. We looked carefully archaeologists for a while. The person was buried with at what they were buried with, and worked out their a sword, but also jewelry and other objects thought of biological sex using ancient DNA. The results made us as feminine. So, for a long time weve thought that it think that maybe medieval society had different ideas about sex and gender than what we thought.","Abstract In 1968, a weapon grave with brooches was found at Suontaka Vesitorninm?ki, Hattula, Finland. Since then, the grave has been interpreted as evidence of powerful women, even female warriors and leaders in early medieval Finland. Others have denied the possibility of a woman buried with a sword and tried to explain it as a double burial. We present the first modern analysis of the grave, including an examination of its context, a soil sample analysis for microremains, and an aDNA analysis. Based on these analyses, we suggest a new interpretation: the Suontaka grave possibly belonged to an individual with sex-chromosomal aneuploidy XXY. The overall context of the grave indicates that it was a respected person whose gender identity may well have been non-binary.  Une s?pulture contenant des fibules et des armes fut d?couverte en 1968 ? Suontaka Vesitorninm?ki, Hattula, en Finlande. Depuis, on l'a interpr?t?e comme preuve qu'il existait des femmes au pouvoir, voire des femmes-guerri?res, au d?but du Moyen ?ge en Finlande. D'autres ont ni? la possibilit? d'une s?pulture de femme accompagn?e d'une ?p?e et ont tent? d'attribuer la pr?sence d'armes ? une s?pulture double. Les auteurs de cet article pr?sentent la premi?re ?tude moderne qui examin?t le contexte de cette s?pulture, les micro-restes conserv?s dans le sol et l'ADN ancien (aDNA) du squelette. Ces analyses sugg?rent une nouvelle interpr?tation : la s?pulture de Suontaka aurait pu appartenir ? un individu ? chromosomes sexuels XXY aneuplo?des. Le contexte de la s?pulture indique qu'il s'agissait d'une personne respect?e de genre non-binaire. Translation by Madeleine Hummler  In 1968 wurde ein Waffengrab mit Fibeln in Suontaka Vesitorninm?ki in Hattula (Finnland) entdeckt. Seitdem hat man das Grab als Beweis angesehen, dass es Frauen, die Macht aus?bten, oder sogar Kriegerinnen im fr?hmittelalterlichen Finnland gab. Andere haben es ausgeschlossen, dass man eine Frau mit einem Schwert bestattet h?tte, und haben versucht, den Befund als Doppelbestattung zu erkl?ren. Die Autoren dieses Artikels legen die erste moderne Untersuchung des Befundes vor, in welcher sie den Kontext der Bestattung in Betracht ziehen und Micro-Resten im Boden und die aDNA des Skeletts analysieren. Diese Untersuchungen lassen eine neue Deutung zu: Bei der Bestattung von Suontaka handelte es sich vielleicht um ein Individuum mit chromosomaler Aneuploidie XXY. Der allgemeine Kontext des Grabes weist auf eine angesehene Person nicht-bin?ren Geschlechtes hin. Translation by Madeleine Hummler",https://www.cambridge.org/core/journals/european-journal-of-archaeology/article/woman-with-a-sword-weapon-grave-at-suontaka-vesitorninmaki-finland/33A89DB1D7E4900F017833D87C997D3D,Elementary school; Middle school
Paleoscience Articles,What can we learn about dinosaur skin using a laser,"Have you ever wondered how we know what dinosaurs looked like millions of years ago? We analyze fossils! When you think about dinosaur fossils, you might think about bones and footprints. But sometimes fossils contain pieces of skin. One example is the Psittacosaurus fossil located in a German museum. Many scientists examined the scaly skin of this specimen. We then re-examined this fossil using a technique called laser-stimulated fluorescence. This technique helped us gather information that was not visible under normal light. We found that the shape and size of the scales of the Psittacosaurus are not the same everywhere. We also learned that there are patterns in the scales. These patterns are unique to the family of dinosaurs to which the Psittacosaurus belongs.","The Frankfurt specimen of the early-branching ceratopsian dinosaurPsittacosaurusis remarkable for the exquisite preservation of squamous (scaly) skin and other soft tissues that cover almost its entire body. New observations under Laser-Stimulated Fluorescence (LSF) reveal the complexity of the squamous skin ofPsittacosaurus, including several unique features and details of newly detected and previously-described integumentary structures. Variations in the scaly skin are found to be strongly regionalized inPsittacosaurus. For example, feature scales consist of truncated cone-shaped scales on the shoulder, but form a longitudinal row of quadrangular scales on the tail. Re-examined through LSF, the cloaca ofPsittacosaurushas a longitudinal opening, or vent; a condition that it shares only with crocodylians. This implies that the cloaca may have had crocodylian-like internal anatomy, including a single, ventrally-positioned copulatory organ. Combined with these new integumentary data, a comprehensive review of integument in ceratopsian dinosaurs reveals that scalation was generally conservative in ceratopsians and typically consisted of large subcircular-to-polygonal feature scales surrounded by a network of smaller non-overlapping polygonal basement scales. This study highlights the importance of combining exceptional specimens with modern imaging techniques, which are helping to redefine the perceived complexity of squamation in ceratopsians and other dinosaurs.",https://www.nature.com/articles/s42003-022-03749-3,Lower high school
Paleoscience Articles,What kinds of foods did Neanderthals eat,"Have you ever wondered what people in the Stone Age had for dinner? Food back then was very different from today! People gathered wild foods and hunted animals to eat. Scientists want to know what people ate long ago because it helps explain how people survived in difficult conditions. In the Stone Age, Neanderthals and modern humans (our species!) both lived in Europe. We dont know why Neanderthals went extinct and why modern humans survived. Learning about what Neanderthals ate can help us answer this question. We tested a new method where we measured isotope ratios in tooth enamel. We learned that meat was a big part of Neanderthals diet!","The characterization of Neandertals diets has mostly relied on nitrogen isotope analyses of bone and tooth collagen. However, few nitrogen isotope data have been recovered from bones or teeth from Iberia due to poor collagen preservation at Paleolithic sites in the region. Zinc isotopes have been shown to be a reliable method for reconstructing trophic levels in the absence of organic matter preservation. Here, we present the results of zinc (Zn), strontium (Sr), carbon (C), and oxygen (O) isotope and trace element ratio analysis measured in dental enamel on a Pleistocene food web in Gabasa, Spain, to characterize the diet and ecology of a Middle Paleolithic Neandertal individual. Based on the extremely low 66Zn value observed in the Neandertals tooth enamel, our results support the interpretation of Neandertals as carnivores as already suggested by 15N isotope values of specimens from other regions. Further work could help identify if such isotopic peculiarities (lowest 66Zn and highest 15N of the food web) are due to a metabolic and/or dietary specificity of the Neandertals.",https://www.pnas.org/doi/10.1073/pnas.2109315119,Lower high school
Paleoscience Articles,What made woolly mammoths Ice Age icons,"What does it take to survive an ice age? Woolly and looked for unique mutations in woolly mammoth mammoths are extinct today, but they thrived during genes. We found that woolly mammoths had changes the Late Pleistocene era. But what genetic adaptations in genes linked to hair growth and fat storage. These separate woolly mammoths from their modern-day may have helped the woolly mammoth survive in its elephant relatives? To discover this, we analyzed cold environment. The earliest woolly mammoths the genomes of woolly mammoths. This included already had thick fur coats and large fat deposits. But one of the oldest woolly mammoth specimens ever these and other traits, like small ears, continued to discovered , years old! We compared these evolve over time. to the genomes of living Asian and African elephants","Ancient genomes provide a tool to investigate the genetic basis of adaptations in extinct organisms. However, the identification of species-specific fixed genetic variants requires the analysis of genomes from multiple individuals. Moreover, the long-term scale of adaptive evolution coupled with the short-term nature of traditional time series data has made it difficult to assess when different adaptations evolved. Here, we analyze 23 woolly mammoth genomes, including one of the oldest known specimens at 700,000 years old, to identify fixed derived non-synonymous mutations unique to the species and to obtain estimates of when these mutations evolved. We find that at the time of its origin, the woolly mammoth had already acquired a broad spectrum of positively selected genes, including ones associated with hair and skin development, fat storage and metabolism, and immune system function. Our results also suggest that these phenotypes continued to evolve during the last 700,000 years, but through positive selection on different sets of genes. Finally, we also identify additional genes that underwent comparatively recent positive selection, including multiple genes related to skeletal morphology and body size, as well as one gene that may have contributed to the small ear size in Late Quaternary woolly mammoths.",https://www.cell.com/current-biology/fulltext/S0960-9822(23)00404-9,Lower high school
Paleoscience Articles,What was life like in medieval England,"We looked for signs of parasitic worm infection in people and better toilets. Surprisingly, the friars had a higher worm who lived in Cambridge, England during the Middle Ages. infection rate! We think the reason might be that the friars We compared two groups of people who had very different used human poop to fertilize their vegetable gardens. lifestyles: Augustinian friars and common laborers. The friars had better food and lived longer than the common people. They also were more likely to have access to running water","Abstract Objective To investigate how lifestyle may have impacted the risk of contracting intestinal parasites in medieval England . Regular clergy (such as those living in monasteries) and the lay population form interesting groups for comparison as diet and lifestyle varied significantly. Monasteries were built with latrine blocks and hand washing facilities, unlike houses of the poor.  Materials Sediment samples from the pelvis, along with control samples from feet and skull, of 19 burials of Augustinian Friars (13th-16th century), and 25 burials from All Saints by the Castle parish cemetery (10th-14th century), Cambridge.  Methods We analysed the sediment using micro-sieving and digital light microscopy to identify the eggs of intestinal parasites.  Results Parasite prevalence (roundworm and whipworm) in the Augustinian friars was 58%, and in the All Saints by the Castle parishioners just 32% (Barnards Test score statistic 1.7176, p-value 0.092).  Conclusions It is interesting that the friars had nearly double the infection rate of parasites spread by poor hygiene, compared with the general population. We consider options that might explain this difference, and discuss descriptions and treatment of intestinal worms in medical texts circulating in Cambridge during the medieval period.",https://www.sciencedirect.com/science/article/pii/S1879981722000316,Elementary school; Middle school
Paleoscience Articles,When and where did humans domesticate wolves,"Scientists recently discovered an 18,000-year-old preserved canine puppy. Could this incredible discovery be the earliest dog ever uncovered? And could he help us understand more about the origins of dogs and wolves? We studied 70 ancient wolf specimens and found some possible answers. Dogs appear to have come from two separate ancient wolf populations. We believe that there are two possibilities for how this could have happened. By analyzing the DNA of ancient wolves, we can better understand wolves and dogs who live today!","The grey wolf (Canis lupus) was the first species to give rise to a domestic population, and theyremained widespread throughout the last Ice Age when many other large mammal species went extinct. Little is known, however, about the history and possible extinction of past wolf populations or when and where the wolf progenitors of the present-day dog lineage (Canis familiaris) lived1,2,3,4,5,6,7,8. Here we analysed 72 ancient wolf genomes spanning the last 100,000 years from Europe, Siberia and North America. We found that wolf populations were highly connected throughout the Late Pleistocene, with levels of differentiation an order of magnitude lower than they are today. This population connectivity allowed us to detect natural selection across the time series, including rapid fixation of mutations in the geneIFT8840,00030,000 years ago. We show that dogs are overall more closely related to ancient wolves from eastern Eurasia than to those from western Eurasia, suggesting a domestication process in the east. However, we also found that dogs in the Near East and Africa derive up to half of their ancestry from a distinct population related to modern southwest Eurasian wolves, reflecting either an independent domestication process or admixture from local wolves. None of the analysed ancient wolf genomes is a direct match for either of these dog ancestries, meaning that the exact progenitor populations remain to be located.",https://www.nature.com/articles/s41586-022-04824-9,Lower high school; Middle school
Paleoscience Articles,When did bison arrive in North America,"Did you know that the North American bison (aka American could use their DNA to reveal the evolutionary history of buffalo) was once an immigrant? Its ancestors migrated bison in North America. from Asia. But when? We recovered and dated new fossils Our study suggests that the first bison arrived in North and extracted their ancient DNA to find out. America - thousand years ago over a land bridge We analyzed ancient DNA from the two oldest bison fossils between Asia and Alaska. They quickly spread and evolved known in North America: a foot bone about , years (changed) into different forms to adapt to their new old that we found in northern Canada and an arm bone environments. Their invasion was so successful that they about , years old from Colorado. We also analyzed became the dominant mammal herbivore in North America younger bison fossils from Alaska and northern Canada. and even changed entire ecosystems. Millions of these large, We compared their DNA, which showed they were closely powerful mammals lived in many parts of North America related and had a common ancestor. This meant that we until their near extinction in the late 1800s.","The arrival of bison in North America marks one of the most successful large-mammal dispersals from Asia within the last million years, yet the timing and nature of this event remain poorly determined. Here, we used a combined paleontological and paleogenomic approach to provide a robust timeline for the entry and subsequent evolution of bison within North America. We characterized two fossil-rich localities in Canadas Yukon and identified the oldest well-constrained bison fossil in North America, a 130,000-y-old steppe bison, Bison cf. priscus. We extracted and sequenced mitochondrial genomes from both this bison and from the remains of a recently discovered, ?120,000-y-old giant longhorned bison, Bison latifrons, from Snowmass, Colorado. We analyzed these and 44 other bison mitogenomes with ages that span the Late Pleistocene, and identified two waves of bison dispersal into North America from Asia, the earliest of which occurred ?195 135 thousand y ago and preceded the morphological diversification of North American bison, and the second of which occurred during the Late Pleistocene, ?4521 thousand y ago. This chronological arc establishes that bison first entered North America during the sea level lowstand accompanying marine isotope stage 6, rejecting earlier records of bison in North America. After their invasion, bison rapidly colonized North America during the last interglaciation, spreading from Alaska through continental North America; they have been continuously resident since then.",http://www.pnas.org/content/114/13/3457.full.pdf,Lower high school; Middle school
Paleoscience Articles,Where did South American wild canids come from,"South America has the most diverse group of wild canids species evolved from a single ancestor that came from North in the world. There are different species! But where did America using the newly formed Panama land bridge around they come from? And how did they become so diverse? Also, . million years ago. As the ancestor spread through South why are some species really different from the others? We America, it evolved into different species. This only took took DNA from canids and sequenced their genomes. million years a blink of an eye for evolution! We were also We also downloaded the genomes of other wild canids excited to find the genes responsible for some of the wild that were already sequenced. Using computer software, we canids unique adaptations. then looked through their genes. We discovered that all","The remarkable radiation of South American (SA) canids produced 10 extant species distributed across diverse habitats, including disparate forms such as the short-legged, hypercarnivorous bush dog and the long-legged, largely frugivorous maned wolf. Despite considerable research spanning nearly two centuries, many aspects of their evolutionary history remain unknown. Here, we analyzed 31 whole genomes encompassing all extant SA canid species to assess phylogenetic relationships, interspecific hybridization, historical demography, current genetic diversity, and the molecular bases of adaptations in the bush dog and maned wolf. We found that SA canids originated from a single ancestor that colonized South America 3.9 to 3.5 Mya, followed by diversification east of the Andes and then a single colonization event and radiation of Lycalopex species west of the Andes. We detected extensive historical gene flow between recently diverged lineages and observed distinct patterns of genomic diversity and demographic history in SA canids, likely induced by past climatic cycles compounded by human-induced population declines. Genome-wide scans of selection showed that disparate limb proportions in the bush dog and maned wolf may derive from mutations in genes regulating chondrocyte proliferation and enlargement. Further, frugivory in the maned wolf may have been enabled by variants in genes associated with energy intake from short-chain fatty acids. In contrast, unique genetic variants detected in the bush dog may underlie interdigital webbing and dental adaptations for hypercarnivory. Our analyses shed light on the evolution of a unique carnivoran radiation and how it was shaped by South American topography and climate change.",https://www.pnas.org/doi/10.1073/pnas.2205986119,Middle school
Pollution Articles; Technology Articles,Can computers help us recycle more plastic,"Plastic pollution is a big environmental challenge facing us today. We use a huge amount of plastic in our daily lives but recycle very little. In fact, the average person living in North America consumes around 230lbs (104kg) of plastic each year! When a problem is this big, it can sometimes feel overwhelming. But if everybody makes small changes, it soon adds up to something big! Recycling old plastic helps to reduce the amount of new plastic we make. However, it is difficult to identify and separate all the different types of plastic by simply looking at them. We wanted to find a solution to this. Our study shows that computers with cameras can learn to recognize 12 types of plastic. They can then use this knowledge to identify plastics as they move along a conveyor belt. Our findings could revolutionize plastic recycling and bring us one step closer to solving the global plastic challenge.","An increase in the quality of recycled plastic is paramount to address the global plastic challenge and applicability of recycled plastics. A potent approach is mechanical plastic sorting but sufficient analytical techniques are needed. This study applies unsupervised machine learning on short wave infrared hyperspectral data to build a model for classification of plastics. The model can successfully distinguish between twelve plastics (PE, PP, PET, PS, PVC, PVDF, POM, PEEK, ABS, PMMA, PC, and PA12) and the utility is further proven by recognizing three unknown samples (PS, PMMA, PC). The experimental setup is constructed similar to an in-line industrial setup, and the machine learning is optimized for minimal data processing. This ensures the industrial relevance and is a stepping-stone to solve the global plastic challenge.",https://www.sciencedirect.com/science/article/pii/S0924203121001247,Lower high school
Pollution Articles; Water-Resources Articles,Heavy metal pollution How can we make water safe to drink,"When you think of a glass of water, what words come to Copper is a contaminant that makes water unsafe to drink. mind? Clean? Safe? Refreshing? Unfortunately, those words We created a new material ZIOS that can take copper dont describe most of the drinking water in the world. out of the water and use it in other industries. We tested According to the World Health Organization, in people ZIOS to see how much it reduced copper levels in water. We on Earth dont have access to safe drinking water. Children also tested how quickly it does that, and if it would work in in some parts of Africa, for example, may need to walk for acidic environments. Our data support that ZIOS is a good miles to get access to a bottle of drinking water. No matter solution to cleaning up copper pollution. where you live, people need clean water. Think about it. We need water for drinking, cooking, bathing, handwashing, and growing food. We need water to survive.","Herein, we present a scalable approach for the synthesis of a hydrogen-bonded organicinorganic framework via coordination-driven supramolecular chemistry, for efficient remediation of trace heavy metal ions from water. In particular, using copper as our model ion of interest and inspired by natures use of histidine residues within the active sites of various copper binding proteins, we design a framework featuring pendant imidazole rings and copper-chelating salicylaldoxime, known as zinc imidazole salicylaldoxime supramolecule. This material is water-stable and exhibits unprecedented adsorption kinetics, up to 50 times faster than state-of-the-art materials for selective copper ion capture from water. Furthermore, selective copper removal is achieved using this material in a pH range that was proven ineffective with previously reported metalorganic frameworks. Molecular dynamics simulations show that this supramolecule can reversibly breathe water through lattice expansion and contraction, and that water is initially transported into the lattice through hopping between hydrogen-bond sites.",https://www.nature.com/articles/s41467-020-17757-6,Upper high school
Pollution Articles; Technology Articles; Water-Resources Articles,How can poop be cleaned and reused,"Everybody poops. Its the natural cycle of digestion. We dine, we digest, and we defecate. But what happens to our poop after we flush? Does it sit there in the pipes and rot? The process is actually very complex. We have sanitation facilities to thank for that. In cities of developed countries, its pretty normal for toilets to be hooked up to the sewage treatment facilities nearby. These facilities work to slurp up any essential nutrients from the wastewater and break down any harmful chemicals. When we remove things like nitrogen and phosphorus from the waste, we can help clean the water to return it to our rivers. Miniature versions of these facilities can also be found in suburban or rural areas in developed countries. However, in developing countries (and even some rural areas in the United States) toilets may not be connected to sewage treatment facilities because of cost, social, or environmental reasons. That means that about 2.5 billion people worldwide dont have access to proper sanitation facilities. We wanted to find out if we could build a low-cost treatment option using only materials found locally to help solve this problem.","There is a great need for simple methods for digestate management for potential household sanitation systems based on anaerobic digestion of minimally diluted fecal waste in countries that lack safe sanitation. Herein, a full-scale three-stage filter for nitrogen and phosphorus removal from anaerobic digester effluent was implemented in Madagascar. It included a trickling filter with crushed charcoal (for aerobic nitrification), a submerged anaerobic filter with bamboo chips (for denitrification), and a submerged filter with scrap iron (for phosphorus removal). All filter materials were sourced locally. Three parallel replicate systems were operated in two sequential 8-week phases for a total of 16 continuous weeks. Though the influent feed was not as expected, with much of nitrogen in the feed coming in as organic N and not as NH3N, the filters still removed 3849% of total incoming nitrogen. The filters achieved high rates of nitrogen transformation along with removing solids (7382% turbidity removal), chemical oxygen demand (6775% removal), and phosphorus (3150% removal). Overall, the reaction rates from this full-scale study were in line with previous lab-scale investigations with scaled-down systems, supporting their application in real-world scenarios. Based on this study, simple effluent filters can support nutrient removal for small-scale and onsite fecal sludge treatment systems.",https://www.sciencedirect.com/science/article/pii/S0045653520314120,Lower high school; Middle school
Pollution Articles; Water-Resources Articles,How can we clean up plastic in the ocean,"Trillions of pieces of plastic currently pollute the ocean, harm- Once in the ocean, plastic items dont disappear. Instead, the ing sea life, contaminating ecosystems and making a mess on action of the wind, waves, and sun slowly shred them into beaches. Its important to clean up the plastic in the ocean, but smaller and smaller pieces. The resulting tiny pieces of plas- nobody knows how best to do so yet. tic, called microplastics, float along the surface and are car- ried by ocean currents to massive swirling gyres out in the Some people suggest deploying giant plastic-removing devic- middle of each ocean basin. There are five gyres in total, and es to clean up the plastic mess. We set out to find where in the the ones with the most plastic are in the North Pacific be- ocean would be the most effective places to put these devices. tween Hawaii and California, and in the North Atlantic just To do so, we made a computerized simulation of plastics en- off Bermuda. tering the ocean, ocean currents, and hypothetical plastic-re- moving devices to take the litter out of the water. We found that if we take plastic out of the ocean very close to the shore, particularly off the coast of East Asia, it would remove the most plastic and be most beneficial for ocean creatures.","Marine plastic pollution is an ever-increasing problem that demands immediate mitigation and reduction plans. Here, a model based on satellite-tracked buoy observations and scaled to a large data set of observations on microplastic from surface trawls was used to simulate the transport of plastics floating on the ocean surface from 2015 to 2025, with the goal to assess the optimal marine microplastic removal locations for two scenarios: removing the most surface microplastic and reducing the impact on ecosystems, using plankton growth as a proxy. The simulations show that the optimal removal locations are primarily located off the coast of China and in the Indonesian Archipelago for both scenarios. Our estimates show that 31% of the modeled microplastic mass can be removed by 2025 using 29 plastic collectors operating at a 45% capture efficiency from these locations, compared to only 17% when the 29 plastic collectors are moored in the North Pacific garbage patch, between Hawaii and California. The overlap of ocean surface microplastics and phytoplankton growth can be reduced by 46% at our proposed locations, while sinks in the North Pacific can only reduce the overlap by 14%. These results are an indication that oceanic plastic removal might be more effective in removing a greater microplastic mass and in reducing potential harm to marine life when closer to shore than inside the plastic accumulation zones in the centers of the gyres.",http://iopscience.iop.org/article/10.1088/1748-9326/11/1/014006,Lower high school; Middle school
Pollution Articles; Water-Resources Articles,How do estuaries improve water quality,"Estuaries are very special. They act like a natural filter that brackish water. We analyzed them for several nutrients. We helps clean the water before it enters the ocean. But we wanted to check how the concentration of nutrients changes dont fully understand how this works and how the processes in different seasons. Thankfully, our results show that the change throughout the year. So, for a whole year we took Western Scheldt estuary is healthy! We discovered that each samples from various sites along the Western Scheldt section of water works differently as a filter. We also found estuary. Its a restored estuary that used to be very polluted. out that temperature is a very important factor in how they The samples were taken from freshwater, marine water, and work.","Estuarine intertidal sediments are important centres for organic matter remineralization and nutrients recycling. Nevertheless, there is limited understanding regarding how these processes occur along the salinity gradient and their seasonality. Here, we report on the seasonal biogeochemical cycles from three types of intertidal sedimentary habitats (freshwater, brackish and marine) located in the Western Scheldt estuary (The Netherlands and Belgium). A full year of solute fluxes, porewater nutrient and sediment pigment concentrations at a monthly resolution revealed clear differences in the biogeochemistry of the three sites, indicating that environmental conditions determined the local nutrient dynamics. Temperature controlled sediment oxygen consumption rates and nutrient fluxes, but also affected pore water nutrient concentrations up to 14 cm deep. Fresh and brackish sediments had a net influx of dissolved inorganic nitrogen (DIN) (?1.62 mmol m?2 d?1 and -2.84 mmol m?2 d?1, respectively), while only the freshwater sediments showed a net influx of phosphate (?0.07 mmol m?2 d?1). We estimated that intertidal sediments remineralized a total of 10,000 t C y?1, with 97% of mineralization occurring in the brackish and marine parts. Overall, sediments removed 11% (1500 t N y?1) and 15% (?200 t P y?1) of the total nitrogen and phosphorus entering the estuary from riverine input. Moreover, observations revealed the historical improvement of water quality resulting from water treatment policies. This spatiotemporal study of OM remineralization and early diagenesis in estuarine systems highlights the importance of intertidal sediments for estuarine systems. Our observations can be used in models to predict estuarine biogeochemistry or assess climate change scenarios.",https://www.sciencedirect.com/science/article/pii/S0272771423000173,Middle school
Pollution Articles; Social-Science Articles,How does air pollution affect people differently,"Bad air quality is a problem all over the world. In the U.S., air quality is often worse in places where people of color live. There are many different sources of air pollution, like fireplaces, factories, cars, and power plants. We wanted to know how much different pollution sources added to inequality. We found out that people of color are exposed to more air pollution from almost every type of pollution source.","Racial-ethnic minorities in the United States are exposed to disproportionately high levels of ambient fine particulate air pollution (PM2.5), the largest environmental cause of human mortality. However, it is unknown which emission sources drive this disparity and whether differences exist by emission sector, geography, or demographics. Quantifying the PM2.5 exposure caused by each emitter type, we show that nearly all major emission categoriesconsistently across states, urban and rural areas, income levels, and exposure levelscontribute to the systemic PM2.5 exposure disparity experienced by people of color. We identify the most inequitable emission source types by state and city, thereby highlighting potential opportunities for addressing this persistent environmental inequity.",https://www.science.org/doi/10.1126/sciadv.abf4491,Lower high school; Middle school
Pollution Articles; Water-Resources Articles,How much plastic from the pandemic ends up in the ocean,"Have you ever noticed facemasks littering the streets? enters the ocean, and where it eventually ends up. Theyve become a part of day-to-day life, but where do they We used data from lots of different sources to work out how end up? Its estimated that around . billion facemasks much extra plastic has been made for the pandemic. We entered the oceans in ! And its not just masks. During then used scientific models to work out how much of this the COVID- pandemic, we have made a lot more plastic plastic ended up in rivers and then the ocean. We found out for different uses. that over million tons of extra plastic waste has been made We wanted to find out how much extra plastic waste there is globally due to the pandemic. Over , tons of this has due to the pandemic. We also wanted to find out how much entered the ocean, where it can harm marine wildlife.","The COVID-19 pandemic has led to an increased demand for single-use plastics that intensifies pressure on an already out-of-control global plastic waste problem. While it is suspected to be large, the magnitude and fate of this pandemic-associated mismanaged plastic waste are unknown. Here, we use our MITgcm ocean plastic model to quantify the impact of the pandemic on plastic discharge. We show that 8.4  1.4 million tons of pandemic-associated plastic waste have been generated from 193 countries as of August 23, 2021, with 25.9  3.8 thousand tons released into the global ocean representing 1.5  0.2% of the global total riverine plastic discharge. The model projects that the spatial distribution of the discharge changes rapidly in the global ocean within 3 y, with a significant portion of plastic debris landing on the beach and seabed later and a circumpolar plastic accumulation zone will be formed in the Arctic. We find hospital waste represents the bulk of the global discharge (73%), and most of the global discharge is from Asia (72%), which calls for better management of medical waste in developing countries.",https://www.pnas.org/content/118/47/e2111530118,Elementary school; Middle school
